Class,LazyClass,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,BlobClass,MessageChain,RefusedBequest,SpaghettiCode,SpeculativeGenerality,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC,OO,OA,Both
it.feio.android.omninotes.utils.ResourcesUtils,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
it.feio.android.omninotes.utils.ShortcutHelper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.StorageHelper,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3
it.feio.android.omninotes.utils.SystemHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.TagsHelper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
it.feio.android.omninotes.utils.TextHelper,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
it.feio.android.omninotes.widget.ListRemoteViewsFactory,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4
it.feio.android.omninotes.widget.ListWidgetProvider,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.widget.ListWidgetService,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
it.feio.android.omninotes.widget.SimpleWidgetProvider,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.widget.WidgetConfigurationActivity,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
it.feio.android.omninotes.widget.WidgetProvider,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
it.feio.android.omninotes.BaseUnitTest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.helpers.count.DefaultWordCounterTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.helpers.count.IdeogramsWordCounterTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.helpers.NotesHelperTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
it.feio.android.omninotes.ResourceAwareTest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
it.feio.android.omninotes.utils.date.DateUtilsTest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.TagsHelperTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36,14,25,24,16,0,49,0,4,3,16,0,0,0,0,0,5,11,2,74,20,0,0,15,7,,,1
,36,14,25,24,16,0,49,0,4,3,16,0,0,0,0,0,5,11,2,74,20,0,0,15,7,,,
