CommitId;RefactoringType;RefactoringDetail
6a64dd276372a04cd5d0bf2397da5f1c911117ae;Rename Method;Rename Method	public nextReminderFromRecurrenceRule() : void renamed to public nextReminderFromRecurrenceRule_3days() : void in class it.feio.android.omninotes.utils.date.RecurrenceHelperTest
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLocation : Location from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLatitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLongitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected noteLatitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected noteLongitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Method;Pull Up Method	private setLocationManager() : void from class it.feio.android.omninotes.DetailActivity to private setLocationManager() : void from class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Method;Pull Up Method	package updateLocation(location Location) : void from class it.feio.android.omninotes.DetailActivity to package updateLocation(location Location) : void from class it.feio.android.omninotes.BaseActivity
2faac911d95d1c4169febe78de5fed1b4318a918;Extract Method;Extract Method	private setLayout(context Context, appWidgetManager AppWidgetManager, widgetId int) : void extracted from public onUpdate(context Context, appWidgetManager AppWidgetManager, appWidgetIds int[]) : void in class it.feio.android.omninotes.receiver.WidgetProvider
2faac911d95d1c4169febe78de5fed1b4318a918;Extract And Move Method;Extract And Move Method	private takePhoto() : void extracted from public onClick(v View) : void in class it.feio.android.omninotes.DetailActivity.AttachmentOnClickListener & moved to class it.feio.android.omninotes.DetailActivity
bf4babb6bf88e7e1fbab642a668f7a27311c8346;Extract Method;Extract Method	private getNotes(query String) : List<Note> extracted from public getAllNotes(checkNavigation boolean) : List<Note> in class it.feio.android.omninotes.db.DbHelper
bf4babb6bf88e7e1fbab642a668f7a27311c8346;Extract Method;Extract Method	private getNotes(query String) : List<Note> extracted from public getMatchingNotes(pattern String) : List<Note> in class it.feio.android.omninotes.db.DbHelper
a087738acd54434cf0500bf225254edb367189b1;Move Method;Move Method	public describeContents() : int from class it.feio.android.omninotes.models.ParcelableNote to public describeContents() : int from class it.feio.android.omninotes.models.Attachment
a087738acd54434cf0500bf225254edb367189b1;Move Method;Move Method	public writeToParcel(parcel Parcel, flags int) : void from class it.feio.android.omninotes.models.ParcelableNote to public writeToParcel(parcel Parcel, flags int) : void from class it.feio.android.omninotes.models.Note
c4ce34a7d82bac6a1f70bfafde6e3ac08c3c2e19;Rename Class;Rename Class	it.feio.android.omninotes.models.ImageAdapter renamed to it.feio.android.omninotes.models.AttachmentAdapter
4fd72ca21671b1385a735fd03b2fa164be8df36f;Move Class;Move Class	it.feio.android.omninotes.utils.DateHelper moved to it.feio.android.omninotes.utils.date.DateHelper
4fd72ca21671b1385a735fd03b2fa164be8df36f;Move Class;Move Class	it.feio.android.omninotes.utils.DatePickerFragment moved to it.feio.android.omninotes.utils.date.DatePickerFragment
4fd72ca21671b1385a735fd03b2fa164be8df36f;Move Class;Move Class	it.feio.android.omninotes.utils.TimePickerFragment moved to it.feio.android.omninotes.utils.date.TimePickerFragment
4fd72ca21671b1385a735fd03b2fa164be8df36f;Move Class;Move Class	it.feio.android.omninotes.utils.DbHelper moved to it.feio.android.omninotes.db.DbHelper
895af225efc7ce1898055075aaa6b6fb4b02e0d6;Extract Method;Extract Method	private initViews() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.DetailActivity
895af225efc7ce1898055075aaa6b6fb4b02e0d6;Rename Method;Rename Method	public getDateString(date long) : String renamed to public getString(d Date, format String) : String in class it.feio.android.omninotes.utils.DateHelper
c152c3a656292968f5f61106f7b9ab00ac65b8f0;Rename Method;Rename Method	public getlastModification() : String renamed to public getLastModification() : Long in class it.feio.android.omninotes.models.Note
c152c3a656292968f5f61106f7b9ab00ac65b8f0;Rename Method;Rename Method	public setlastModification(lastModification String) : void renamed to public setLastModification(lastModification Long) : void in class it.feio.android.omninotes.models.Note
55285a8d936efd8fd5f0881a73486da2c7c5c824;Rename Method;Rename Method	public initNotesList() : void renamed to protected onNewIntent(intent Intent) : void in class it.feio.android.omninotes.ListActivity
55285a8d936efd8fd5f0881a73486da2c7c5c824;Extract Method;Extract Method	private initSearchView(menu Menu) : void extracted from public onCreateOptionsMenu(menu Menu) : boolean in class it.feio.android.omninotes.ListActivity
55285a8d936efd8fd5f0881a73486da2c7c5c824;Extract Method;Extract Method	public initNotesList(intent Intent) : void extracted from public initNotesList() : void in class it.feio.android.omninotes.ListActivity
30b1fc809f41cf6801b9a9ec4b6f451086b7fa28;Rename Method;Rename Method	public onMenuItemSelected(featureId int, item MenuItem) : boolean renamed to public onOptionsItemSelected(featureId int, item MenuItem) : boolean in class it.feio.android.omninotes.BaseActivity
30b1fc809f41cf6801b9a9ec4b6f451086b7fa28;Rename Method;Rename Method	public onMenuItemSelected(featureId int, item MenuItem) : boolean renamed to public onOptionsItemSelected(featureId int, item MenuItem) : boolean in class it.feio.android.omninotes.DetailActivity
30b1fc809f41cf6801b9a9ec4b6f451086b7fa28;Rename Method;Rename Method	public onMenuItemSelected(featureId int, item MenuItem) : boolean renamed to public onOptionsItemSelected(featureId int, item MenuItem) : boolean in class it.feio.android.omninotes.ListActivity
e6f3db8ea3dd2edfac9e0f1862013ea94a6efb27;Extract And Move Method;Extract And Move Method	public onMenuItemSelected(featureId int, item MenuItem) : boolean extracted from public onMenuItemSelected(featureId int, item MenuItem) : boolean in class it.feio.android.omninotes.ItemListActivity & moved to class it.feio.android.omninotes.BaseFragmentActivity
2115f2322330eb942666e79e83ce7030d1e2d712;Extract Method;Extract Method	public initNotesList() : void extracted from public onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.ItemListFragment
2115f2322330eb942666e79e83ce7030d1e2d712;Rename Method;Rename Method	public getTimestamp() : String renamed to public getlastModification() : String in class it.feio.android.omninotes.models.Note
2115f2322330eb942666e79e83ce7030d1e2d712;Rename Method;Rename Method	public setTimestamp(timestamp String) : void renamed to public setlastModification(lastModification String) : void in class it.feio.android.omninotes.models.Note
1edaa51bd0580d1bf713114d82a2e7b2bd029a5a;Move Class;Move Class	it.feio.android.sharednotes.ItemListFragment.Callbacks moved to it.feio.android.omninotes.ItemListFragment.Callbacks
1edaa51bd0580d1bf713114d82a2e7b2bd029a5a;Rename Package;Rename Package	it.feio.android.sharednotes to it.feio.android.omninotes
1edaa51bd0580d1bf713114d82a2e7b2bd029a5a;Move Class;Move Class	com.example.sharednotes.dummy.DummyContent moved to it.feio.android.omninotes.models.DummyContent
1edaa51bd0580d1bf713114d82a2e7b2bd029a5a;Rename Class;Rename Class	it.feio.android.sharednotes.async.NoteTask renamed to it.feio.android.omninotes.async.LoadNoteTask
1edaa51bd0580d1bf713114d82a2e7b2bd029a5a;Extract Superclass;Extract Superclass	it.feio.android.omninotes.BaseFragmentActivity from classes [it.feio.android.omninotes.ItemListActivity]
