CommitId;RefactoringType;RefactoringDetail
6a64dd276372a04cd5d0bf2397da5f1c911117ae;Rename Method;Rename Method	public nextReminderFromRecurrenceRule() : void renamed to public nextReminderFromRecurrenceRule_3days() : void in class it.feio.android.omninotes.utils.date.RecurrenceHelperTest
e11cc8a8c8c89c96491cbcdb54edcf77c84f0160;Rename Method;Rename Method	public onEvent(navigationUpdatedNavDrawerClosedEvent NavigationUpdatedNavDrawerClosedEvent) : void renamed to public onEventAsync(navigationUpdatedNavDrawerClosedEvent NavigationUpdatedNavDrawerClosedEvent) : void in class it.feio.android.omninotes.ListFragment
e11cc8a8c8c89c96491cbcdb54edcf77c84f0160;Rename Method;Rename Method	public onEvent(event DynamicNavigationReadyEvent) : void renamed to public onEventMainThread(event DynamicNavigationReadyEvent) : void in class it.feio.android.omninotes.NavigationDrawerFragment
e11cc8a8c8c89c96491cbcdb54edcf77c84f0160;Rename Method;Rename Method	public onEvent(event NotesUpdatedEvent) : void renamed to public onEventAsync(event NotesUpdatedEvent) : void in class it.feio.android.omninotes.NavigationDrawerFragment
e11cc8a8c8c89c96491cbcdb54edcf77c84f0160;Rename Method;Rename Method	public onEvent(event NotesUpdatedEvent) : void renamed to public onEventAsync(event NotesUpdatedEvent) : void in class it.feio.android.omninotes.models.misc.DynamicNavigationLookupTable
556fe9cf23c3acf7265841b586e10bc496e5d079;Extract Method;Extract Method	public addReminder(context Context, note Note, reminder long, showMessage boolean) : void extracted from public addReminder(context Context, note Note, reminder long) : void in class it.feio.android.omninotes.utils.ReminderHelper
a969064297454ab134e017bef5a752cf48614b42;Move Attribute;Move Attribute	package BURGER : int from class it.feio.android.omninotes.MainActivity to class it.feio.android.omninotes.NavigationDrawerFragment
a969064297454ab134e017bef5a752cf48614b42;Move Attribute;Move Attribute	package ARROW : int from class it.feio.android.omninotes.MainActivity to class it.feio.android.omninotes.NavigationDrawerFragment
a969064297454ab134e017bef5a752cf48614b42;Move Attribute;Move Attribute	package BURGER : int from class it.feio.android.omninotes.MainActivity to class it.feio.android.omninotes.NavigationDrawerFragment
a969064297454ab134e017bef5a752cf48614b42;Move Attribute;Move Attribute	package ARROW : int from class it.feio.android.omninotes.MainActivity to class it.feio.android.omninotes.NavigationDrawerFragment
a969064297454ab134e017bef5a752cf48614b42;Move Attribute;Move Attribute	package BURGER : int from class it.feio.android.omninotes.MainActivity to class it.feio.android.omninotes.NavigationDrawerFragment
a969064297454ab134e017bef5a752cf48614b42;Move Attribute;Move Attribute	package ARROW : int from class it.feio.android.omninotes.MainActivity to class it.feio.android.omninotes.NavigationDrawerFragment
a969064297454ab134e017bef5a752cf48614b42;Move Method;Move Method	package animateBurger(targetShape int) : void from class it.feio.android.omninotes.MainActivity to package animateBurger(targetShape int) : void from class it.feio.android.omninotes.NavigationDrawerFragment
a8fa8c91f09885f3e399f858217f48908d9c3c4f;Extract Method;Extract Method	private replacePlayingAudioBitmap(v View) : void extracted from private playback(v View, uri Uri) : void in class it.feio.android.omninotes.DetailFragment
fc84dbc78c2b47faaac1a711deaf2445898bf2fe;Rename Method;Rename Method	public onDestroy() : void renamed to public onStop() : void in class it.feio.android.omninotes.NavigationDrawerFragment
3e40c02b8b109d88c2cfebbc27d57c33402ff484;Extract Superclass;Extract Superclass	it.feio.android.omninotes.BaseFragment from classes [it.feio.android.omninotes.DetailFragment, it.feio.android.omninotes.ListFragment]
ed65390fc827509614cbc2519d1e32d330f716b8;Extract Method;Extract Method	public getNavigationText() : String extracted from public getNavigation() : int in class it.feio.android.omninotes.utils.Navigation
d2bf982071096a074ee4837045d62b37596fba95;Extract Method;Extract Method	private initAcra(application Application) : void extracted from public onCreate() : void in class it.feio.android.omninotes.OmniNotes
055dbd75b7689b7773ec339d5843efbe73dfb388;Extract Method;Extract Method	public nextReminderFromRecurrenceRule(reminder long, currentTime long, recurrenceRule String) : Long extracted from public nextReminderFromRecurrenceRule(reminder long, recurrenceRule String) : Long in class it.feio.android.omninotes.utils.date.DateHelper
42e6f1bcfcdf1ae7388cc94d42b6d3d1883d4c82;Extract Method;Extract Method	private restoreListScrollPosition() : void extracted from private checkSortActionPerformed(item MenuItem) : void in class it.feio.android.omninotes.ListFragment
42e6f1bcfcdf1ae7388cc94d42b6d3d1883d4c82;Extract Method;Extract Method	private restoreListScrollPosition() : void extracted from public onNotesLoaded(notes ArrayList<Note>) : void in class it.feio.android.omninotes.ListFragment
43b27dca1d78988fd08eb41d3f5cd8d16bd75f2c;Extract Method;Extract Method	private updateNoteReminder(reminder long, noteToUpdate Note, updateNote boolean) : void extracted from private updateNoteReminder(reminder long, noteToUpdate Note) : void in class it.feio.android.omninotes.SnoozeActivity
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Attribute;Move Attribute	private fabAllowed : boolean from class it.feio.android.omninotes.ListFragment to class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Attribute;Move Attribute	private fabHidden : boolean from class it.feio.android.omninotes.ListFragment to class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Attribute;Move Attribute	private fabExpanded : boolean from class it.feio.android.omninotes.ListFragment to class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Method;Move Method	private setFabAllowed(allowed boolean) : void from class it.feio.android.omninotes.ListFragment to public setFabAllowed(allowed boolean) : void from class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Method;Move Method	private showFab() : void from class it.feio.android.omninotes.ListFragment to public showFab() : void from class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Method;Move Method	private hideFab() : void from class it.feio.android.omninotes.ListFragment to public hideFab() : void from class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Method;Move Method	private isFabHidden() : boolean from class it.feio.android.omninotes.ListFragment to public isFabHidden() : boolean from class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Method;Move Method	private animateFab(translationY int, visibilityBefore int, visibilityAfter int) : void from class it.feio.android.omninotes.ListFragment to public animateFab(translationY int, visibilityBefore int, visibilityAfter int) : void from class it.feio.android.omninotes.models.views.Fab
38b5d9c29d54a0d5ddb8f4e41b18a25c741bcfb5;Move Method;Move Method	private getMarginBottom(view View) : int from class it.feio.android.omninotes.ListFragment to private getMarginBottom(view View) : int from class it.feio.android.omninotes.models.views.Fab
8bec9dacf57fa7ca188c3119ba508310215bc6f1;Extract Method;Extract Method	public mergeExecute(keepMergedNotes boolean) : void extracted from public merge() : void in class it.feio.android.omninotes.ListFragment
8bec9dacf57fa7ca188c3119ba508310215bc6f1;Extract Method;Extract Method	public deleteNote(note Note, keepAttachments boolean) : boolean extracted from public deleteNote(note Note) : boolean in class it.feio.android.omninotes.db.DbHelper
30be9147a606bcdbc8f29f619b4e0ce1449648e7;Extract Method;Extract Method	private updateNoteReminder(reminder long, note Note) : void extracted from private updateNoteReminder(reminder long) : void in class it.feio.android.omninotes.SnoozeActivity
30be9147a606bcdbc8f29f619b4e0ce1449648e7;Extract Method;Extract Method	public addReminder(context Context, note Note, reminder long) : void extracted from public addReminder(context Context, note Note) : void in class it.feio.android.omninotes.utils.ReminderHelper
fede2e8531713f2feba5f97985e1af812f1eab60;Extract Method;Extract Method	public pick(presetDateTime Long, recurrenceRule String) : void extracted from public pick(presetDateTime Long) : void in class it.feio.android.omninotes.utils.date.ReminderPickers
26b427f321b374e47fabd6b18d041c1a15fa14b9;Extract Method;Extract Method	private updateNoteReminder(reminder long) : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.SnoozeActivity
26b427f321b374e47fabd6b18d041c1a15fa14b9;Extract Method;Extract Method	private updateNoteReminder(reminder long) : void extracted from public onReminderPicked(reminder long) : void in class it.feio.android.omninotes.SnoozeActivity
b096d1459939184fb6c2e1167eca00206410d6cb;Rename Method;Rename Method	private onUpgradeTo477() : void renamed to private onUpgradeTo480() : void in class it.feio.android.omninotes.async.upgrade.UpgradeProcessor
9258ac62a4f856c8ff48c9f8f07cdbec186a9744;Rename Method;Rename Method	public areCoordinates(string String) : boolean renamed to public notCoordinates(string String) : boolean in class it.feio.android.omninotes.utils.GeocodeHelper
ff4bd1a7b7acdd0a3c3f5df426ed40fcaee9de67;Move Class;Move Class	it.feio.android.utils.GeocodeHelperTest moved to it.feio.android.omninotes.test.utils.GeocodeHelperTest
ff4bd1a7b7acdd0a3c3f5df426ed40fcaee9de67;Move Class;Move Class	it.feio.android.utils.SecurityTest moved to it.feio.android.omninotes.test.utils.SecurityTest
618d723e7b7024c25a1831d65ac90c2156dbc1d8;Extract Method;Extract Method	private manageSelectionColor(position int, note Note, holder NoteViewHolder) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.adapters.NoteAdapter
618d723e7b7024c25a1831d65ac90c2156dbc1d8;Extract Method;Extract Method	private buildHolder(convertView View, parent ViewGroup) : NoteViewHolder extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.adapters.NoteAdapter
618d723e7b7024c25a1831d65ac90c2156dbc1d8;Move Method;Move Method	public getDateText(mContext Context, note Note) : String from class it.feio.android.omninotes.models.adapters.NoteAdapter to public getDateText(mContext Context, note Note, navigation int) : String from class it.feio.android.omninotes.utils.TextHelper
73ad84e9e0b21f02f82d0d8ad4cb8c800fac7498;Rename Method;Rename Method	private onUpgradeTo474() : void renamed to private onUpgradeTo476() : void in class it.feio.android.omninotes.async.upgrade.UpgradeProcessor
73ad84e9e0b21f02f82d0d8ad4cb8c800fac7498;Rename Method;Rename Method	private onUpgradeTo475() : void renamed to private onUpgradeTo477() : void in class it.feio.android.omninotes.async.upgrade.UpgradeProcessor
4bf28f84abb92add93cfb68aead08c25cc0dd46a;Move Method;Move Method	private checkSkippableItem(i int) : boolean from class it.feio.android.omninotes.NavigationDrawerFragment to private checkSkippableItem(dynamicNavigationLookupTable DynamicNavigationLookupTable, i int) : boolean from class it.feio.android.omninotes.async.MainMenuTask
e3ad4f48002b3f31ef612f9b58b1f0016418cd8f;Extract Method;Extract Method	public updateAttachment(noteId int, attachment Attachment, db SQLiteDatabase) : Attachment extracted from public updateNote(note Note, updateLastModification boolean) : Note in class it.feio.android.omninotes.db.DbHelper
ae08426924189f21d15219312c706d10ad54d8b4;Move Class;Move Class	it.feio.android.omninotes.async.DeleteNoteTask moved to it.feio.android.omninotes.async.notes.DeleteNoteTask
ae08426924189f21d15219312c706d10ad54d8b4;Move Class;Move Class	it.feio.android.omninotes.async.NoteLoaderTask moved to it.feio.android.omninotes.async.notes.NoteLoaderTask
ae08426924189f21d15219312c706d10ad54d8b4;Move Class;Move Class	it.feio.android.omninotes.async.NoteProcessor moved to it.feio.android.omninotes.async.notes.NoteProcessor
ae08426924189f21d15219312c706d10ad54d8b4;Move Class;Move Class	it.feio.android.omninotes.async.NoteProcessorArchive moved to it.feio.android.omninotes.async.notes.NoteProcessorArchive
ae08426924189f21d15219312c706d10ad54d8b4;Move Class;Move Class	it.feio.android.omninotes.async.NoteProcessorCategorize moved to it.feio.android.omninotes.async.notes.NoteProcessorCategorize
ae08426924189f21d15219312c706d10ad54d8b4;Move Class;Move Class	it.feio.android.omninotes.async.NoteProcessorTrash moved to it.feio.android.omninotes.async.notes.NoteProcessorTrash
ae08426924189f21d15219312c706d10ad54d8b4;Move Class;Move Class	it.feio.android.omninotes.async.SaveNoteTask moved to it.feio.android.omninotes.async.notes.SaveNoteTask
ae08426924189f21d15219312c706d10ad54d8b4;Rename Class;Rename Class	it.feio.android.omninotes.utils.StorageManager renamed to it.feio.android.omninotes.utils.StorageHelper
c2e3fac4b6dc34df2c68f0e84624a44336169e52;Move Method;Move Method	public removeshortCut() : void from class it.feio.android.omninotes.DetailFragment to public removeshortCut(context Context, note Note) : void from class it.feio.android.omninotes.utils.ShortcutHelper
d1de02728129234614d2fc80b8628079a0cea423;Extract Method;Extract Method	private onActivityResultManageReceivedFiles(intent Intent) : void extracted from public onActivityResult(requestCode int, resultCode int, intent Intent) : void in class it.feio.android.omninotes.DetailFragment
c1bda87754847d3ad315b21e8d923b75ffd4a562;Extract Method;Extract Method	private initUI() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.AboutActivity
96e942c8d0728bd2631e23fc75aa4467d63cceb7;Rename Method;Rename Method	private maskNote() : void renamed to private lockNote() : void in class it.feio.android.omninotes.DetailFragment
96e942c8d0728bd2631e23fc75aa4467d63cceb7;Rename Method;Rename Method	private maskUnmask() : void renamed to private lockUnlock() : void in class it.feio.android.omninotes.DetailFragment
245b634c02c4685f03fb2a6feb6230096d5d07d4;Extract Method;Extract Method	private navigateUp() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class it.feio.android.omninotes.DetailFragment
89ec19cc4d441c12c8250176298c4b9b597740f3;Extract Method;Extract Method	private saveNotNeeded() : boolean extracted from package saveNote(mOnNoteSaved OnNoteSaved) : void in class it.feio.android.omninotes.DetailFragment
89ec19cc4d441c12c8250176298c4b9b597740f3;Extract Method;Extract Method	private lastModificationUpdatedNeeded() : boolean extracted from package saveNote(mOnNoteSaved OnNoteSaved) : void in class it.feio.android.omninotes.DetailFragment
b82f29668dbd3976b67990d9ea5d61e840603989;Extract Method;Extract Method	private replaceFragment(sf Fragment) : void extracted from package switchToScreen(key String) : void in class it.feio.android.omninotes.SettingsActivity
b82f29668dbd3976b67990d9ea5d61e840603989;Extract Method;Extract Method	private replaceFragment(sf Fragment) : void extracted from public onBackPressed() : void in class it.feio.android.omninotes.SettingsActivity
7a2beb6760f886a26968d895c383e224c50cc47b;Rename Method;Rename Method	public initNavigationDrawer() : void renamed to public init() : void in class it.feio.android.omninotes.NavigationDrawerFragment
da2dfea395a7fd4e0c6ba5d68d7838a3300d80d0;Extract Method;Extract Method	private receivedIntent(i Intent) : boolean extracted from private handleIntents() : void in class it.feio.android.omninotes.MainActivity
d6fbd050aa18a656afce3450f109d0797d35386d;Extract Method;Extract Method	private setActionItemsVisibility(menu Menu, searchViewHasFocus boolean) : void extracted from public onPrepareOptionsMenu(menu Menu) : void in class it.feio.android.omninotes.ListFragment
1984005125170ff2753352bd28398de09009be13;Extract Method;Extract Method	private buildCategoriesMenu() : void extracted from public initNavigationDrawer() : void in class it.feio.android.omninotes.NavigationDrawerFragment
1984005125170ff2753352bd28398de09009be13;Extract Method;Extract Method	private buildMainMenu() : void extracted from public initNavigationDrawer() : void in class it.feio.android.omninotes.NavigationDrawerFragment
453ff441878dae898793367fae49585afd8ae04f;Extract Method;Extract Method	private setFabAllowed(allowed boolean) : void extracted from public onPrepareOptionsMenu(menu Menu) : void in class it.feio.android.omninotes.ListFragment
159ec4776d85da48128098b89594ad7f03cffbf6;Extract Method;Extract Method	private getZoomListItemView(view View, note Note) : ImageView extracted from private zoomListItem(view View, note Note) : void in class it.feio.android.omninotes.ListFragment
dd3311b9694d969af4d9e19ea846fe5b0d733598;Move Method;Move Method	public retrieveTags(note Note) : HashMap<String,Boolean> from class it.feio.android.omninotes.db.DbHelper to public retrieveTags(note Note) : HashMap<String,Boolean> from class it.feio.android.omninotes.utils.TextHelper
c175ec344767cb37eaf0df422aa9f833e5fb297e;Inline Method;Inline Method	private initCards(notes ArrayList<Note>) : void inlined to public onNotesLoaded(notes ArrayList<Note>) : void in class it.feio.android.omninotes.ListFragment
c175ec344767cb37eaf0df422aa9f833e5fb297e;Extract Method;Extract Method	private initThumbnail(note Note, holder NoteViewHolder) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.adapters.NoteAdapter
c175ec344767cb37eaf0df422aa9f833e5fb297e;Extract Method;Extract Method	private initDates(note Note, holder NoteViewHolder) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.adapters.NoteAdapter
c175ec344767cb37eaf0df422aa9f833e5fb297e;Extract Method;Extract Method	private initIcons(note Note, holder NoteViewHolder) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.adapters.NoteAdapter
c175ec344767cb37eaf0df422aa9f833e5fb297e;Extract Method;Extract Method	private initText(note Note, holder NoteViewHolder) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.adapters.NoteAdapter
c175ec344767cb37eaf0df422aa9f833e5fb297e;Move Method;Move Method	private prepareActionModeMenu() : void from class it.feio.android.omninotes.models.adapters.NoteCardArrayMultiChoiceAdapter to private prepareActionModeMenu() : void from class it.feio.android.omninotes.ListFragment
c175ec344767cb37eaf0df422aa9f833e5fb297e;Move Method;Move Method	private getSelectedCount() : int from class it.feio.android.omninotes.models.adapters.NoteCardArrayMultiChoiceAdapter to private getSelectedCount() : int from class it.feio.android.omninotes.ListFragment
8b1f13a14de3277317b806c2dedca050474a32e6;Extract And Move Method;Extract And Move Method	public finishActionMode() : void extracted from public finishActionMode() : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteCardArrayMultiChoiceAdapter
0d860f54d80a2bcf09e3e82b55881ffec52cc230;Rename Method;Rename Method	private buildThumbnail(holder NoteViewHolder) : void renamed to private initThumbnail(holder NoteViewHolder) : void in class it.feio.android.omninotes.models.views.NoteCard
0d860f54d80a2bcf09e3e82b55881ffec52cc230;Extract Method;Extract Method	private initDates(holder NoteViewHolder) : void extracted from public setupInnerViewElements(parent ViewGroup, view View) : void in class it.feio.android.omninotes.models.views.NoteCard
0d860f54d80a2bcf09e3e82b55881ffec52cc230;Extract Method;Extract Method	private initIcons(holder NoteViewHolder) : void extracted from public setupInnerViewElements(parent ViewGroup, view View) : void in class it.feio.android.omninotes.models.views.NoteCard
0d860f54d80a2bcf09e3e82b55881ffec52cc230;Extract Method;Extract Method	private buildHolder(parent ViewGroup) : NoteViewHolder extracted from public setupInnerViewElements(parent ViewGroup, view View) : void in class it.feio.android.omninotes.models.views.NoteCard
30a8117b053acb5488b913b9bcb690aa6cdebcb5;Extract Method;Extract Method	private buildThumbnail(holder NoteViewHolder) : void extracted from public setupInnerViewElements(parent ViewGroup, view View) : void in class it.feio.android.omninotes.models.views.NoteCard
e6fe44857ae74cba263f118c7d2d5cdf63de9139;Move Class;Move Class	it.feio.android.omninotes.models.ImageAndTextItem moved to it.feio.android.omninotes.models.holders.ImageAndTextItem
e6fe44857ae74cba263f118c7d2d5cdf63de9139;Rename Class;Rename Class	it.feio.android.omninotes.models.adapters.NoteAdapterViewHolder renamed to it.feio.android.omninotes.models.holders.NoteViewHolder
e6fe44857ae74cba263f118c7d2d5cdf63de9139;Move Attribute;Move Attribute	private mActionMode : ActionMode from class it.feio.android.omninotes.ListFragment to class it.feio.android.omninotes.models.adapters.NoteCardArrayMultiChoiceAdapter
e6fe44857ae74cba263f118c7d2d5cdf63de9139;Move Method;Move Method	private prepareActionModeMenu() : void from class it.feio.android.omninotes.ListFragment to private prepareActionModeMenu() : void from class it.feio.android.omninotes.models.adapters.NoteCardArrayMultiChoiceAdapter
bb84813c09d7842c6e4dfe76b7117dd48022cc88;Extract Method;Extract Method	private initUI() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.MainActivity
43c8633aede415c6c7f473fde6c55f78180ee8a8;Rename Class;Rename Class	it.feio.android.TestFragment1 renamed to it.feio.android.TestFragment
cddbc553f90eaf76a631a54954ef97ff0a99cba4;Move Class;Move Class	it.feio.android.test.utils.GeocodeHelperTest moved to it.feio.android.utils.GeocodeHelperTest
cddbc553f90eaf76a631a54954ef97ff0a99cba4;Move Class;Move Class	it.feio.android.test.utils.SecurityTest moved to it.feio.android.utils.SecurityTest
c223ff19d5901bb4956732def5857573dd541bbf;Extract Method;Extract Method	private initTitle() : EditText extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
c223ff19d5901bb4956732def5857573dd541bbf;Extract Method;Extract Method	private initContent() : EditText extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
d5f8d2361dd18946b6fb6b3edc2236a0f13ef138;Rename Method;Rename Method	package updateLocation(location Location) : void renamed to public onLocationChanged(location Location) : void in class it.feio.android.omninotes.BaseActivity
d5f8d2361dd18946b6fb6b3edc2236a0f13ef138;Extract Method;Extract Method	private isNoteLocationValid() : boolean extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
d8ac903f18e3bed1711beca5e2933e70a2a41e76;Rename Method;Rename Method	private initAlarm(alarmDateTime long) : String renamed to private initReminder(reminderDateTime long) : String in class it.feio.android.omninotes.DetailFragment
d8ac903f18e3bed1711beca5e2933e70a2a41e76;Rename Method;Rename Method	public getAlarmDate() : String renamed to public getReminderDate() : String in class it.feio.android.omninotes.DetailFragment
d8ac903f18e3bed1711beca5e2933e70a2a41e76;Rename Method;Rename Method	public getAlarmTime() : String renamed to public getReminderTime() : String in class it.feio.android.omninotes.DetailFragment
4ffb8a0e3956227ec207b957be016353f7f308bd;Rename Method;Rename Method	public isMyTurn(mContext Context, showcaseName String) : boolean renamed to public isStepTurn(mContext Context, showcaseName String) : boolean in class it.feio.android.omninotes.utils.AppTourHelper
4ffb8a0e3956227ec207b957be016353f7f308bd;Rename Method;Rename Method	public skip(mContext Context) : void renamed to public complete(mContext Context) : void in class it.feio.android.omninotes.utils.AppTourHelper
4ffb8a0e3956227ec207b957be016353f7f308bd;Rename Method;Rename Method	public complete(mContext Context, showcase String) : void renamed to public completeStep(mContext Context, showcase String) : void in class it.feio.android.omninotes.utils.AppTourHelper
e6a2f124aaf420285a90e4243dc469471f8ec3c0;Extract Method;Extract Method	private requestShowCaseViewVisualization() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.MainActivity
2532c0b3c16768b6f667c8e153891a9a27631354;Rename Method;Rename Method	public trashSelectedNotes(trash boolean) : void renamed to public trashNotes(trash boolean) : void in class it.feio.android.omninotes.ListFragment
7c56bf73a5912e34e80763bf7e2402cbe2db68df;Rename Method;Rename Method	private categorizeNotesDialog() : void renamed to private categorizeNotes() : void in class it.feio.android.omninotes.ListFragment
7c56bf73a5912e34e80763bf7e2402cbe2db68df;Rename Method;Rename Method	private tagNotesElaborate() : void renamed to private tagNotes() : void in class it.feio.android.omninotes.ListFragment
7c56bf73a5912e34e80763bf7e2402cbe2db68df;Inline Method;Inline Method	public archiveNotesExecute(archive boolean) : void inlined to public archiveNotes(archive boolean) : void in class it.feio.android.omninotes.ListFragment
7c56bf73a5912e34e80763bf7e2402cbe2db68df;Extract Method;Extract Method	public performAction(item MenuItem, actionMode ActionMode) : boolean extracted from public onOptionsItemSelected(item MenuItem) : boolean in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Rename Method;Rename Method	private deleteSelectedNotes() : void renamed to private deleteNotes() : void in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Rename Method;Rename Method	private deleteSelectedNotes2() : void renamed to private deleteNotesExecute() : void in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Rename Method;Rename Method	public archiveSelectedNotes(archive boolean) : void renamed to public archiveNotesExecute(archive boolean) : void in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Rename Method;Rename Method	private categorizeSelectedNotes() : void renamed to private categorizeNotesDialog() : void in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Rename Method;Rename Method	private categorizeSelectedNotes2(category Category) : void renamed to private categorizeNotesExecute(category Category) : void in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Rename Method;Rename Method	private categorizeSelectedNotes3(note Note, category Category) : void renamed to private categorizeNote(note Note, category Category) : void in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Rename Method;Rename Method	private tagSelectedNotes2(tags List<String>, selectedTags boolean[]) : void renamed to private tagNotesExecute(tags List<String>, selectedTags boolean[]) : void in class it.feio.android.omninotes.ListFragment
c5a7dcdd27cebb0f9a6554c6c49e5d4bfbc44b7e;Extract Method;Extract Method	private tagNotesElaborate() : void extracted from private tagSelectedNotes() : void in class it.feio.android.omninotes.ListFragment
9ebbc0151950f8f9ec69326a9f4decc3db290f4d;Move Source Folder;Move Source Folder	src to omniNotes/src/main/java
4181d3ef7b55a5dc03193ee23c24d29490d43221;Extract Method;Extract Method	package editNote2(note Note) : void extracted from package editNote(note Note) : void in class it.feio.android.omninotes.ListFragment
8df8ff879047ce728e8fd75fd893cf2295d54bbb;Move Attribute;Move Attribute	private mDiskLruCache : SimpleDiskCache from class it.feio.android.omninotes.OmniNotes to class it.feio.android.omninotes.utils.BitmapCache
8df8ff879047ce728e8fd75fd893cf2295d54bbb;Move Attribute;Move Attribute	private mDiskCacheLock : Object from class it.feio.android.omninotes.OmniNotes to class it.feio.android.omninotes.utils.BitmapCache
8df8ff879047ce728e8fd75fd893cf2295d54bbb;Move Attribute;Move Attribute	private mDiskCacheStarting : boolean from class it.feio.android.omninotes.OmniNotes to class it.feio.android.omninotes.utils.BitmapCache
05cda4b227b0f6e0e81c09ae4cbc7b205aba9dd7;Extract Method;Extract Method	public retrieveTags(note Note) : HashMap<String,Boolean> extracted from public getTags(note Note) : List<String> in class it.feio.android.omninotes.db.DbHelper
e20e4a72d58297c23c9ed527ad45562a0adbed6c;Extract Method;Extract Method	public createNewAttachmentName(extension String) : String extracted from public createNewAttachmentFile(mContext Context, extension String) : File in class it.feio.android.omninotes.utils.StorageManager
e20e4a72d58297c23c9ed527ad45562a0adbed6c;Extract Method;Extract Method	public createAttachmentFromUri(mContext Context, uri Uri, moveSource boolean) : Attachment extracted from public createAttachmentFromUri(mContext Context, uri Uri) : Attachment in class it.feio.android.omninotes.utils.StorageManager
8a06e0c4ac3bb5ac42a5ea9150929b9b7a097410;Rename Class;Rename Class	it.feio.android.omninotes.utils.TextUtils renamed to it.feio.android.omninotes.utils.TextHelper
5563b464a96040871b9fa2b0bfc2275f98612bc5;Extract Method;Extract Method	public show(id Integer) : void extracted from public show() : void in class it.feio.android.omninotes.utils.NotificationsHelper
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public INTENT_BACKUP_NAME : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public INTENT_BACKUP_INCLUDE_SETTINGS : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_EXPORT : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_IMPORT : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_DELETE : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public INTENT_BACKUP_NAME : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
